1 , premier_coup_valide , 0.0007936165250580886 , 10 , 0
2 , premier_coup_valide , 0.000952026761811355 , 0 , 0

1 , joueur_aleatoire , 0.0008457234986513131 , 6 , 0
2 , premier_coup_valide , 0.0008783188272029795 , 4 , 0

1 , alphabeta_v , 0.1503957152366638 , 10 , 0
2 , premier_coup_valide , 0.0010160366694132487 , 0 , 0

1 , premier_coup_valide , 0.0008031667447557636 , 6 , 0
2 , joueur_aleatoire , 0.0009621599363902259 , 4 , 0

1 , joueur_aleatoire , 0.0008331928994546088 , 6 , 0
2 , joueur_aleatoire , 0.0008610143935937676 , 4 , 0

1 , alphabeta_v , 0.28817363894811954 , 10 , 0
2 , joueur_aleatoire , 0.0009843921661376953 , 0 , 0

1 , premier_coup_valide , 0.0009434175491333008 , 0 , 0
2 , alphabeta_v , 0.6392765502134959 , 10 , 0

1 , joueur_aleatoire , 0.0009378239963993882 , 2 , 0
2 , alphabeta_v , 0.44232714641839266 , 8 , 0

1 , alphabeta_v , 0.4971941898266474 , 0 , 0
2 , alphabeta_v , 0.45996965070565543 , 10 , 0
1 , deep_5 , 4.913066661799395 , 0 , 5967.037037037037
2 , deep_4 , 2.189329058152658 , 10 , 2646.814814814815
1 , deep_3 , 0.48072800238927205 , 10 , 545.2666666666667
2 , deep_2 , 0.1773125459407938 , 0 , 199.55172413793105
