1 , joueur_aleatoire , 9.525544715650153e-05 , 1 , 0
2 , alphabeta_player_winner_2 , 0.3201402180067455 , 8 , 0
1 , joueur_aleatoire , 9.30831545875186e-05 , 1 , 0
2 , alphabeta_player_winner , 0.35337315843655515 , 9 , 0
1 , joueur_aleatoire , 0.0002816373651677912 , 0 , 0
2 , alphabeta_player_winner , 0.3500266725366766 , 1 , 0
1 , joueur_aleatoire , 0.0003749847412109375 , 0 , 0
2 , alphabeta_player_winner , 0.5011503219604492 , 1 , 0
1 , joueur_aleatoire , 0.00034689903259277344 , 0 , 0
2 , alphabeta_player_winner , 0.5484857559204102 , 1 , 0
1 , joueur_aleatoire , 0.0003071427345275879 , 0 , 0
2 , alphabeta_player_winner , 0.5287066102027893 , 1 , 0
1 , joueur_aleatoire , 0.00010639429092407227 , 0 , 0
2 , alphabeta_player_winner , 0.5584657192230225 , 1 , 0
1 , joueur_aleatoire , 0.00011456012725830078 , 0 , 0
2 , alphabeta_player_winner , 0.5061340928077698 , 1 , 0
1 , joueur_aleatoire , 8.807992035487912e-05 , 1 , 0
2 , alphabeta_player_winner , 0.4638455876937279 , 9 , 0
1 , alphabeta_player_winner_2 , 0.2736412349500154 , 6 , 0
2 , alphabeta_player_winner , 0.3288207693797786 , 3 , 0
1 , alphabeta_player_winner_2 , 0.32451201791632667 , 5 , 0
2 , alphabeta_player_winner_3 , 0.3566566247206468 , 5 , 0
1 , alphabeta_player_winner_2 , 0.3314367135365804 , 6 , 0
2 , alphabeta_player_winner_3 , 0.3622999127705892 , 4 , 0
1 , joueur_aleatoire , 0.6589912238873934 , 2 , 0
2 , alphabeta_player_winner_3 , 5.807280540466308e-05 , 8 , 0
